date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:07:20	365494/365494	---M--	200	added ('OK')	image/gif	etag:%22593b6-6879dbce-c575880f611de927;;;%22	https://wala66.vip/wp-content/uploads/2025/07/GIF-DANG-NHAP.gif	C:/My%20Web%20Sites/ladi-68/wala66.vip/wp-content/uploads/2025/07/GIF-DANG-NHAP.gif	(from https://daga69.vip/)
22:07:21	485753/485753	---M--	200	added ('OK')	image/gif	etag:%2276979-6879dbcd-c4c6fba334d2929c;;;%22	https://wala66.vip/wp-content/uploads/2025/07/tele-gif.gif	C:/My%20Web%20Sites/ladi-68/wala66.vip/wp-content/uploads/2025/07/tele-gif.gif	(from https://daga69.vip/)
22:07:21	845124/845124	---M--	200	added ('OK')	image/gif	etag:%22ce544-68371694-1455c72eba4779d3;;;%22	https://wala66.com/wp-content/uploads/2025/05/W-G2.gif	C:/My%20Web%20Sites/ladi-68/wala66.com/wp-content/uploads/2025/05/W-G2.gif	(from https://daga69.vip/)
22:07:22	350585/350585	---M--	200	added ('OK')	image/gif	etag:%2255979-6879dbcc-3272284dbe6eb495;;;%22	https://wala66.vip/wp-content/uploads/2025/07/zalo-gif.gif	C:/My%20Web%20Sites/ladi-68/wala66.vip/wp-content/uploads/2025/07/zalo-gif.gif	(from https://daga69.vip/)
22:07:22	489273/489273	---M--	200	added ('OK')	image/gif	etag:%2277739-6879dbcb-57bb22acd2b21298;;;%22	https://wala66.vip/wp-content/uploads/2025/07/facebook-gif.gif	C:/My%20Web%20Sites/ladi-68/wala66.vip/wp-content/uploads/2025/07/facebook-gif.gif	(from https://daga69.vip/)
22:07:22	33134/33134	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Aug%202025%2015:07:22%20GMT	https://wala66.vip/wp-content/uploads/2025/06/logo-nha-cung-cap2.png	C:/My%20Web%20Sites/ladi-68/wala66.vip/wp-content/uploads/2025/06/logo-nha-cung-cap2.png	(from https://daga69.vip/)
22:07:22	87176/87176	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Aug%202025%2015:07:21%20GMT	https://wala66.vip/wp-content/uploads/2025/07/S-15.png	C:/My%20Web%20Sites/ladi-68/wala66.vip/wp-content/uploads/2025/07/S-15.png	(from https://daga69.vip/)
22:07:22	5872/5872	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Aug%202025%2015:07:22%20GMT	https://wala66.vip/wp-content/uploads/2025/06/logo-nha-cung-cap1.png	C:/My%20Web%20Sites/ladi-68/wala66.vip/wp-content/uploads/2025/06/logo-nha-cung-cap1.png	(from https://daga69.vip/)
22:07:23	483/483	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Dec%202024%2006:33:16%20GMT	https://gaz68.vip/wp-content/plugins/wccp-pro/images/warning.png	C:/My%20Web%20Sites/ladi-68/gaz68.vip/wp-content/plugins/wccp-pro/images/warning.png	(from https://daga69.vip/)
22:07:23	704/704	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Dec%202024%2006:33:16%20GMT	https://gaz68.vip/wp-content/plugins/wccp-pro/images/success.png	C:/My%20Web%20Sites/ladi-68/gaz68.vip/wp-content/plugins/wccp-pro/images/success.png	(from https://daga69.vip/)
22:07:23	2749/2749	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2026%20Dec%202024%2006:33:18%20GMT	https://gaz68.vip/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=3.1.1	C:/My%20Web%20Sites/ladi-68/gaz68.vip/wp-content/themes/hello-elementor/assets/js/hello-frontend.minb12b.js	(from https://daga69.vip/)
22:07:24	2274/2274	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2026%20Dec%202024%2006:33:16%20GMT	https://gaz68.vip/wp-content/plugins/wccp-pro/js/admin_bar_ajax.js?ver=6.7.1	C:/My%20Web%20Sites/ladi-68/gaz68.vip/wp-content/plugins/wccp-pro/js/admin_bar_ajax9704.js	(from https://daga69.vip/)
22:07:24	6263/6263	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2026%20Dec%202024%2006:33:13%20GMT	https://gaz68.vip/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.25.4	C:/My%20Web%20Sites/ladi-68/gaz68.vip/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min401f.js	(from https://daga69.vip/)
22:07:24	5252/5252	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2026%20Dec%202024%2006:33:11%20GMT	https://gaz68.vip/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.25.10	C:/My%20Web%20Sites/ladi-68/gaz68.vip/wp-content/plugins/elementor/assets/js/webpack.runtime.min18be.js	(from https://daga69.vip/)
22:07:24	54824/54824	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2026%20Dec%202024%2006:33:11%20GMT	https://gaz68.vip/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.25.10	C:/My%20Web%20Sites/ladi-68/gaz68.vip/wp-content/plugins/elementor/assets/js/frontend-modules.min18be.js	(from https://daga69.vip/)
22:07:25	4776/4776	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2026%20Dec%202024%2006:33:21%20GMT	https://gaz68.vip/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/My%20Web%20Sites/ladi-68/gaz68.vip/wp-includes/js/dist/hooks.min4fdd.js	(from https://daga69.vip/)
22:07:25	9141/9141	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2026%20Dec%202024%2006:33:21%20GMT	https://gaz68.vip/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/ladi-68/gaz68.vip/wp-includes/js/dist/i18n.minc33c.js	(from https://daga69.vip/)
22:07:25	24914/24914	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2026%20Dec%202024%2006:33:13%20GMT	https://gaz68.vip/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.25.4	C:/My%20Web%20Sites/ladi-68/gaz68.vip/wp-content/plugins/elementor-pro/assets/js/frontend.min401f.js	(from https://daga69.vip/)
22:07:25	21464/21464	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2026%20Dec%202024%2006:33:21%20GMT	https://gaz68.vip/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/ladi-68/gaz68.vip/wp-includes/js/jquery/ui/core.minb37e.js	(from https://daga69.vip/)
22:07:25	44127/44127	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2026%20Dec%202024%2006:33:11%20GMT	https://gaz68.vip/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.25.10	C:/My%20Web%20Sites/ladi-68/gaz68.vip/wp-content/plugins/elementor/assets/js/frontend.min18be.js	(from https://daga69.vip/)
22:07:26	42908/42908	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2026%20Dec%202024%2006:33:13%20GMT	https://gaz68.vip/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.25.4	C:/My%20Web%20Sites/ladi-68/gaz68.vip/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min401f.js	(from https://daga69.vip/)
22:07:27	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2015:07:26%20GMT	http://bcx88.net/wp-content/uploads/2025/05/snapedit_1748417663992.png	C:/My%20Web%20Sites/ladi-68/bcx88.net/wp-content/uploads/2025/05/snapedit_1748417663992.2b.delayed	(from https://wala66.net/wp-content/css/5%20-%20elementor-post-8.css)
22:07:28	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2015:07:28%20GMT	http://bcx88.net/wp-content/uploads/2025/05/snapedit_1748417704467.png	C:/My%20Web%20Sites/ladi-68/bcx88.net/wp-content/uploads/2025/05/snapedit_1748417704467.png	(from https://wala66.net/wp-content/css/5%20-%20elementor-post-8.css)
22:07:29	1423412/1423412	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Aug%202025%2015:07:27%20GMT	https://bcx88.net/wp-content/uploads/2025/05/snapedit_1748417663992.png	C:/My%20Web%20Sites/ladi-68/bcx88.net/wp-content/uploads/2025/05/snapedit_1748417663992.png	(from https://wala66.net/wp-content/css/5%20-%20elementor-post-8.css)
22:07:30	257/257	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Aug%202025%2015:07:30%20GMT	https://daga69.vip/signals/config/	C:/My%20Web%20Sites/ladi-68/daga69.vip/signals/config/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
22:07:30	257/257	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Aug%202025%2015:07:30%20GMT	https://daga69.vip/a	C:/My%20Web%20Sites/ladi-68/daga69.vip/a.2f.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
22:07:30	257/257	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Aug%202025%2015:07:30%20GMT	https://daga69.vip/POST	C:/My%20Web%20Sites/ladi-68/daga69.vip/POST.30.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
22:07:31	257/257	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Aug%202025%2015:07:30%20GMT	https://daga69.vip/signals/plugins/	C:/My%20Web%20Sites/ladi-68/daga69.vip/signals/plugins/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
22:07:31	912201/912201	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Aug%202025%2015:07:29%20GMT	https://bcx88.net/wp-content/uploads/2025/05/snapedit_1748417704467.png	C:/My%20Web%20Sites/ladi-68/bcx88.net/wp-content/uploads/2025/05/snapedit_1748417704467.png	(from https://wala66.net/wp-content/css/5%20-%20elementor-post-8.css)
22:07:31	257/257	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Aug%202025%2015:07:31%20GMT	https://daga69.vip/schema.org/	C:/My%20Web%20Sites/ladi-68/daga69.vip/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
22:07:31	257/257	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Aug%202025%2015:07:31%20GMT	https://daga69.vip/b.resolvedLink	C:/My%20Web%20Sites/ladi-68/daga69.vip/b.31.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
22:07:31	257/257	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Aug%202025%2015:07:31%20GMT	https://daga69.vip/d	C:/My%20Web%20Sites/ladi-68/daga69.vip/d.32.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
22:07:32	257/257	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Aug%202025%2015:07:31%20GMT	https://daga69.vip/signals/iwl.js	C:/My%20Web%20Sites/ladi-68/daga69.vip/signals/iwl.33.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
22:07:33	257/257	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Aug%202025%2015:07:32%20GMT	https://daga69.vip/signals/iwl.js?pixel_id=	C:/My%20Web%20Sites/ladi-68/daga69.vip/signals/iwl.340fc5.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
22:07:33	257/257	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Aug%202025%2015:07:32%20GMT	https://daga69.vip/c.dl	C:/My%20Web%20Sites/ladi-68/daga69.vip/c.35.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
22:07:33	257/257	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Aug%202025%2015:07:33%20GMT	https://daga69.vip/c.rl	C:/My%20Web%20Sites/ladi-68/daga69.vip/c.36.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
